f1,roc_auc,precision,recall
0.6420021762785637,0.8588622800899015,0.5412844036697247,0.7887700534759359
0.676923076923077,0.8757911596786276,0.5746268656716418,0.8235294117647058
0.628385698808234,0.8481180087318194,0.5282331511839709,0.7754010695187166
0.6381059751972943,0.8499338015494575,0.5516569200779727,0.7566844919786097
0.6275862068965518,0.8471979381176257,0.5492957746478874,0.7319034852546917
